Frequency (Hz)	Level (dB)
19250.683594	-94.404457
19272.216797	-94.151070
19293.750000	-95.225060
19315.283203	-95.516731
19336.816406	-95.467033
19358.349609	-96.539459
19379.882812	-98.234947
19401.416016	-99.414627
19422.949219	-99.386520
19444.482422	-100.867378
19466.015625	-102.772827
19487.548828	-103.782738
19509.082031	-101.974358
19530.615234	-103.141373
19552.148438	-104.042480
19573.681641	-102.284882
19595.214844	-100.481079
19616.748047	-101.345367
19638.281250	-99.711746
19659.814453	-98.695213
19681.347656	-102.231194
19702.880859	-102.121986
19724.414062	-101.416809
19745.947266	-98.956024
19767.480469	-97.121735
19789.013672	-97.034012
19810.546875	-96.370293
19832.080078	-93.741577
19853.613281	-93.332558
19875.146484	-93.366714
19896.679688	-92.680603
19918.212891	-92.713219
19939.746094	-93.142845
19961.279297	-91.544922
19982.812500	-88.989098
20004.345703	-89.956429
20025.878906	-92.510643
20047.412109	-91.228722
20068.945312	-90.387474
20090.478516	-88.207855
20112.011719	-88.680870
20133.544922	-90.734589
20155.078125	-87.704971
20176.611328	-86.297485
20198.144531	-88.197845
20219.677734	-88.790054
20241.210938	-89.994217
20262.744141	-88.366066
20284.277344	-87.159744
20305.810547	-86.846771
20327.343750	-87.197937
20348.876953	-90.326317
20370.410156	-89.997780
20391.943359	-87.803123
20413.476562	-86.822205
20435.009766	-87.334816
20456.542969	-90.491600
20478.076172	-88.506065
20499.609375	-87.890404
20521.142578	-89.607780
20542.675781	-89.400658
20564.208984	-88.550583
20585.742188	-91.173660
20607.275391	-93.866058
20628.808594	-92.846901
20650.341797	-92.773392
20671.875000	-97.233971
20693.408203	-95.124176
20714.941406	-91.747780
20736.474609	-91.333824
20758.007812	-92.294312
20779.541016	-96.704994
20801.074219	-97.081093
20822.607422	-97.228676
20844.140625	-99.767509
20865.673828	-100.495247
20887.207031	-99.971214
20908.740234	-102.037209
20930.273438	-103.447151
20951.806641	-103.460106
20973.339844	-102.316696
20994.873047	-104.482376
21016.406250	-102.452026
21037.939453	-99.840141
21059.472656	-101.390831
21081.005859	-103.061447
21102.539062	-105.018768
21124.072266	-105.899979
21145.605469	-105.451820
21167.138672	-105.911407
21188.671875	-107.374878
21210.205078	-108.696487
21231.738281	-109.469711
21253.271484	-109.799034
21274.804688	-108.035477
21296.337891	-106.176704
21317.871094	-106.422745
21339.404297	-107.107231
21360.937500	-106.208061
21382.470703	-107.700935
21404.003906	-108.425949
21425.537109	-108.794800
21447.070312	-107.071442
21468.603516	-104.817390
21490.136719	-103.352341
21511.669922	-102.671021
21533.203125	-102.356773
21554.736328	-103.652611
21576.269531	-104.311104
21597.802734	-104.138329
21619.335938	-102.980072
21640.869141	-104.947914
21662.402344	-108.409050
21683.935547	-108.867256
21705.468750	-111.091385
21727.001953	-110.809402
21748.535156	-109.649345
21770.068359	-109.447647
21791.601562	-109.207771
21813.134766	-111.013786
21834.667969	-111.794655
21856.201172	-110.074051
21877.734375	-110.057053
21899.267578	-111.347214
21920.800781	-112.487808
21942.333984	-109.165039
21963.867188	-108.495377
21985.400391	-109.105049
22006.933594	-109.247131
22028.466797	-109.851547
