Frequency (Hz)	Level (dB)
19121.484375	-99.701370
19143.017578	-99.644417
19164.550781	-101.204208
19186.083984	-101.300331
19207.617188	-98.968521
19229.150391	-97.475075
19250.683594	-97.036819
19272.216797	-98.964279
19293.750000	-101.137321
19315.283203	-101.593208
19336.816406	-101.449181
19358.349609	-102.468094
19379.882812	-103.189072
19401.416016	-103.877853
19422.949219	-105.344353
19444.482422	-104.047218
19466.015625	-103.593712
19487.548828	-103.300064
19509.082031	-101.567833
19530.615234	-97.480904
19552.148438	-96.768219
19573.681641	-96.388512
19595.214844	-96.916107
19616.748047	-98.651772
19638.281250	-100.867889
19659.814453	-103.675613
19681.347656	-106.799072
19702.880859	-106.839523
19724.414062	-105.505600
19745.947266	-105.532799
19767.480469	-106.029915
19789.013672	-105.685730
19810.546875	-102.982033
19832.080078	-101.960701
19853.613281	-101.976341
19875.146484	-101.200851
19896.679688	-101.900757
19918.212891	-103.111847
19939.746094	-101.038857
19961.279297	-99.452667
19982.812500	-100.777573
20004.345703	-101.688988
20025.878906	-103.039627
20047.412109	-103.600471
20068.945312	-103.578697
20090.478516	-103.688538
20112.011719	-104.220802
20133.544922	-103.619209
20155.078125	-103.105705
20176.611328	-103.012871
20198.144531	-102.068542
20219.677734	-102.044266
20241.210938	-101.825409
20262.744141	-101.875816
20284.277344	-103.627747
20305.810547	-104.710846
20327.343750	-104.477158
20348.876953	-106.589050
20370.410156	-107.793457
20391.943359	-108.647270
20413.476562	-109.456726
20435.009766	-109.189056
20456.542969	-107.700821
20478.076172	-104.980515
20499.609375	-105.106789
20521.142578	-105.782837
20542.675781	-104.835579
20564.208984	-104.161942
20585.742188	-103.901123
20607.275391	-105.472427
20628.808594	-107.896523
20650.341797	-105.529274
20671.875000	-104.672592
20693.408203	-105.013466
20714.941406	-106.408157
20736.474609	-107.087242
20758.007812	-107.483780
20779.541016	-105.486626
20801.074219	-106.190620
20822.607422	-106.833466
20844.140625	-105.157204
20865.673828	-105.515923
20887.207031	-105.843491
20908.740234	-106.437653
20930.273438	-105.547287
20951.806641	-105.729065
20973.339844	-103.889320
20994.873047	-103.616188
21016.406250	-105.854790
21037.939453	-108.284554
21059.472656	-107.619560
21081.005859	-107.952705
21102.539062	-108.884720
21124.072266	-109.843994
